"tract","Name","Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_p25"
53053072106,"Tacoma, WA",0.0898
22051027701,"Marrero, LA",0.0898
48453002005,"South Lamar, Austin, TX",0.0898
28059041100,"Gautier, MS",0.0898
6065041410,"Corona, CA",0.0898
12031015001,"Arlington, Jacksonville, FL",0.0898
12031012500,"Cedar Hills Estates, Jacksonville, FL",0.0898
12101033007,"Lake Betmar Estates, Zephyrhills, FL",0.0898
21095970500,"Harlan County, KY",0.0898
39135470102,"Camden, OH",0.0898
19097950600,"Maquoketa, IA",0.0898
45083023001,"Lyman, SC",0.0898
42083420700,"Port Allegany, PA",0.0898
12086000503,"Opa-locka, FL",0.0898
29095007802,"Swope Parkway - Elmwood, Kansas City, MO",0.0898
31055003401,"Hanscom Park, Omaha, NE",0.0898
4019004623,"Star Trails Estates, Tucson, AZ",0.0898
6059074802,"Casa Bonita, Santa Ana, CA",0.0898
37069060700,"Louisburg, NC",0.0898
37109070202,"Lincolnton, NC",0.0898
48113009605,"Northwest Dallas, Dallas, TX",0.0898
27115950400,"Sandstone, MN",0.0898
24033802600,"Capitol Heights, MD",0.0898
48113014309,"Las Colinas, Irving, TX",0.0898
47141000500,"Cookeville, TN",0.0898
45079010413,"Columbia, SC",0.0898
19123950300,"Oskaloosa, IA",0.0898
25013802000,"South End, Springfield, MA",0.0898
4013105004,"Mummy Mountain Park, Paradise Valley, AZ",0.0898
17121952600,"Centralia, IL",0.0898
22055000100,"Downtown, Lafayette, LA",0.0898
18073101100,"Rensselaer, IN",0.0898
8031002703,"Central, Denver, CO",0.0898
36081068200,"Queens County, NY",0.0898
55031020900,"East End, Superior, WI",0.0898
37025041602,"Concord, NC",0.0898
39007000500,"Ashtabula, OH",0.0898
28035010102,"Petal, MS",0.0898
53057952301,"Mount Vernon, WA",0.0898
27053110000,"Bryant, Minneapolis, MN",0.0898
36007001200,"Downtown, Binghamton, NY",0.0898
6065043405,"Hemet, CA",0.0898
41065970400,"The Dalles, OR",0.0898
27021940002,"Cass Lake, MN",0.0897
46103010904,"Rapid City, SD",0.0897
40027202402,"Norman, OK",0.0897
21083020900,"Mayfield, KY",0.0897
6065045604,"Thermal, CA",0.0897
6053013900,"Seaside, CA",0.0897
12031010500,"Northside, Jacksonville, FL",0.0897
19155030200,"Council Bluffs, IA",0.0897
4013109602,"Maryvale Village, Phoenix, AZ",0.0897
24510280402,"Rognel Heights, Baltimore, MD",0.0897
13059130600,"Athens, GA",0.0897
12099001002,"West Palm Beach, FL",0.0897
26155031900,"Durand, MI",0.0897
21161960400,"Maysville, KY",0.0897
18079960301,"Scipio, IN",0.0897
13021013409,"Macon, GA",0.0897
33001966500,"Alton Bay, Alton, NH",0.0897
34013004900,"Weequahic, Newark, NJ",0.0897
25015821000,"South Hadley, MA",0.0897
10005050405,"Seaford, DE",0.0897
22101041300,"Franklin, LA",0.0897
32003000700,"Downtown, Las Vegas, NV",0.0897
36047121000,"Kings County, NY",0.0897
19145490500,"Clarinda, IA",0.0897
6065042509,"Moreno Valley, CA",0.0897
45007000900,"Anderson, SC",0.0897
39093096100,"Wellington, OH",0.0897
51005070100,"Clifton Forge, VA",0.0897
12005001302,"St. Andrews Bay, Lynn Haven, FL",0.0897
34031175302,"Passaic, NJ",0.0897
48113016902,"Hutchins, TX",0.0897
39017013500,"Middletown, OH",0.0897
48113016001,"Grand Prairie, TX",0.0897
13067031002,"Marietta, GA",0.0897
12071040121,"Westminister, Lehigh Acres, FL",0.0897
5119003402,"North Little Rock, AR",0.0897
22019000400,"Lake Charles, LA",0.0897
6047000504,"Winton, CA",0.0897
21223100200,"Bedford, KY",0.0897
55133203901,"Mukwonago, WI",0.0897
51630000400,"Fredericksburg, VA",0.0897
47031970801,"Tullahoma, TN",0.0897
39025041000,"Batavia, OH",0.0897
22051025500,"Gretna, LA",0.0897
39035102300,"West Boulevard, Cleveland, OH",0.0897
42071010801,"Elizabethtown, PA",0.0897
24005452000,"Sparrows Point, MD",0.0897
5023480502,"Quitman, AR",0.0897
6059074407,"Lyon Street, Santa Ana, CA",0.0897
17031491400,"Roseland, Chicago, IL",0.0897
45041000300,"Quinby, SC",0.0897
35013001802,"Anthony, NM",0.0896
5069001502,"Pine Bluff, AR",0.0896
39035161200,"Lakewood, OH",0.0896
47125100602,"Clarksville, TN",0.0896
12061050802,"Sebastian, FL",0.0896
39035121700,"Lee - Miles, Cleveland, OH",0.0896
32003004917,"Las Vegas, NV",0.0896
36065026300,"Rome, NY",0.0896
12105014701,"Winter Haven, FL",0.0896
8031003004,"South, Denver, CO",0.0896
47125101001,"Clarksville, TN",0.0896
13117130103,"Gainesville, GA",0.0896
1073005910,"Echo Highlands, Birmingham, AL",0.0896
37133000202,"Jacksonville, NC",0.0896
37087920600,"Waynesville, NC",0.0896
16005001700,"Pocatello, ID",0.0896
42101002000,"Point Breeze, Philadelphia, PA",0.0896
53029970200,"Oak Harbor, WA",0.0896
18097330401,"Indianapolis, IN",0.0896
39095010200,"Glendale-Heatherdowns, Toledo, OH",0.0896
51015070400,"Crimora, VA",0.0896
36061022000,"Harlem, New York, NY",0.0896
35001004001,"Mountain View, Albuquerque, NM",0.0896
16055001300,"Coeur d'Alene, ID",0.0896
49035113527,"West Jordan, UT",0.0896
13089021907,"Stone Mountain, GA",0.0896
12057010811,"Tampa, FL",0.0896
27013171101,"Mankato, MN",0.0896
51041100820,"Chesterfield, VA",0.0896
12057000202,"University Square, Tampa, FL",0.0896
20173008900,"Orchard Breeze, Wichita, KS",0.0896
48251131100,"Cleburne, TX",0.0896
17031030103,"Edgewater, Chicago, IL",0.0896
34039030200,"Elizabeth, NJ",0.0896
23005004802,"Windham, ME",0.0896
17031230500,"Hermosa, Chicago, IL",0.0896
36045060400,"Dexter, NY",0.0896
5041950500,"McGehee, AR",0.0896
1097002200,"Woodlawn, Mobile, AL",0.0896
55031020600,"Superior, WI",0.0896
6071010025,"Victorville, CA",0.0896
42003499400,"Glassport, PA",0.0896
18089012500,"Gary, IN",0.0896
28087000101,"Caledonia, MS",0.0896
29075960200,"Stanberry, MO",0.0896
12105013901,"Winter Haven, FL",0.0896
17201003709,"Rockford, IL",0.0896
13089020100,"Morningside-Lenox Park, Atlanta, GA",0.0895
48029151900,"Southside, San Antonio, TX",0.0895
23031025202,"Biddeford, ME",0.0895
1073011104,"Birmingham, AL",0.0895
72099420500,"Moca, PR",0.0895
26089970400,"Empire, MI",0.0895
26115830700,"Milan, MI",0.0895
1073014105,"Bessemer, AL",0.0895
39091004800,"West Liberty, OH",0.0895
47149040304,"Smyrna, TN",0.0895
48439106512,"Fort Worth, TX",0.0895
8031004102,"East, Denver, CO",0.0895
1073005104,"Glen Iris, Birmingham, AL",0.0895
37119000400,"Charlotte, NC",0.0895
22115950500,"Leesville, LA",0.0895
42079200800,"Wilkes-Barre, PA",0.0895
12005002500,"Panama City, FL",0.0895
12113010100,"Milton, FL",0.0895
32003002201,"Richfield, Las Vegas, NV",0.0895
11001007502,"Southeast Washington, Washington, DC",0.0895
35061970301,"Los Lunas, NM",0.0895
39151710900,"Louisville, OH",0.0895
48201511400,"Greater Heights, Houston, TX",0.0895
39095006600,"Scott Park, Toledo, OH",0.0895
4019004643,"Rancho Vistoso, Oro Valley, AZ",0.0895
48113017003,"Seagoville, TX",0.0895
6099002604,"Ceres, CA",0.0895
17031843900,"South Side, Chicago, IL",0.0895
48029150400,"Palm Heights, San Antonio, TX",0.0895
26155030200,"Owosso, MI",0.0895
53001950300,"Othello, WA",0.0895
6047002201,"Los Banos, CA",0.0895
42013010700,"Altoona, PA",0.0895
54039010801,"Charleston, WV",0.0895
12031014901,"Arlington, Jacksonville, FL",0.0895
4013421701,"Mesa, AZ",0.0895
37119006203,"Cornelius, NC",0.0895
36073040200,"Medina, NY",0.0895
34013009200,"Mount Pleasant/Lower Broadway, Newark, NJ",0.0895
48029131200,"Comanche, San Antonio, TX",0.0895
42069101300,"Scranton, PA",0.0895
17091011900,"Bradley, IL",0.0895
53053061601,"New Tacoma, Tacoma, WA",0.0895
13089021409,"Atlanta, GA",0.0895
48029141404,"East Side, San Antonio, TX",0.0895
4013113801,"Central City, Phoenix, AZ",0.0895
53053071705,"Tacoma, WA",0.0895
39169000900,"Smithville, OH",0.0895
34013005400,"Upper Clinton Hill, Newark, NJ",0.0895
29510108100,"Baden, St. Louis, MO",0.0895
48113000500,"Oak Lawn, Dallas, TX",0.0895
53077002002,"Sunnyside, WA",0.0895
42003483800,"Homestead, PA",0.0895
41047001602,"Salem, OR",0.0895
48037011300,"Hooks, TX",0.0895
5103950500,"Camden, AR",0.0895
39135450100,"Eaton, OH",0.0895
28159950200,"Louisville, MS",0.0894
17127970100,"Metropolis, IL",0.0894
34011040901,"Vineland, NJ",0.0894
4013114401,"Estrella Village, Phoenix, AZ",0.0894
28047003301,"D'Iberville, MS",0.0894
29037060302,"Raymore, MO",0.0894
13297110507,"Loganville, GA",0.0894
13005970202,"Alma, GA",0.0894
1093964700,"Winfield, AL",0.0894
26077002102,"Portage, MI",0.0894
12095013801,"Orlando, FL",0.0894
37019020306,"Southport, NC",0.0894
13215000200,"Columbus, GA",0.0894
8041002000,"East Colorado Springs, Colorado Springs, CO",0.0894
48113014701,"Beverly Oaks, Irving, TX",0.0894
4013050607,"Buckeye, AZ",0.0894
1131034800,"Camden, AL",0.0894
18169102800,"Wabash, IN",0.0894
51700032123,"North Newport News, Newport News, VA",0.0894
39009973300,"Athens, OH",0.0894
44007000400,"Upper South Providence, Providence, RI",0.0894
5119003403,"Jacksonville, AR",0.0894
25027754300,"Webster, MA",0.0894
8005007703,"Highland Park, Aurora, CO",0.0894
29071800800,"Robertsville, MO",0.0894
36065024500,"Camden, NY",0.0894
12005000500,"Panama City, FL",0.0894
36077591600,"Unadilla, NY",0.0894
48029151100,"Harlandale, San Antonio, TX",0.0894
34011030200,"Bridgeton, NJ",0.0894
22033001000,"Mid City North, Baton Rouge, LA",0.0894
31109002300,"Near South, Lincoln, NE",0.0894
12097042500,"Buena Ventura Lakes, FL",0.0894
36031960598,"Lake Placid, NY",0.0894
26147658100,"Emmett, MI",0.0894
48201240600,"Greenspoint, Houston, TX",0.0894
4027000404,"Yuma, AZ",0.0894
12095016904,"Orlando, FL",0.0894
38093967500,"Jamestown, ND",0.0894
6071005600,"Feldheym, San Bernardino, CA",0.0894
39155931700,"Hubbard, OH",0.0894
25013800600,"Memorial Square, Springfield, MA",0.0894
40125501102,"Tecumseh, OK",0.0893
30047940301,"Polson, MT",0.0893
28085950600,"Brookhaven, MS",0.0893
13073030202,"Martinez, GA",0.0893
35001004603,"Adobe Acres, Albuquerque, NM",0.0893
19041080200,"Spencer, IA",0.0893
8031001102,"Highland, Denver, CO",0.0893
18091040600,"Trail Creek, IN",0.0893
42027010300,"Philipsburg, PA",0.0893
29047021403,"Liberty, MO",0.0893
17031230900,"Humboldt Park, Chicago, IL",0.0893
17167001100,"Oaks, Springfield, IL",0.0893
4013421001,"Mesa, AZ",0.0893
10005050105,"Lincoln, DE",0.0893
51119951200,"Deltaville, VA",0.0893
42079210900,"Pittston, PA",0.0893
48157670200,"Southwest Houston, Houston, TX",0.0893
1025957601,"Thomasville, AL",0.0893
36035970300,"Gloversville, NY",0.0893
9003510500,"East Hartford, CT",0.0893
35035000601,"Holloman Air Force Base, NM",0.0893
29189210501,"St. Louis, MO",0.0893
17103000500,"Dixon, IL",0.0893
4013110501,"Encanto Village, Phoenix, AZ",0.0893
22049970400,"Jonesboro, LA",0.0893
45035010813,"Summerville, SC",0.0893
37087921302,"Canton, NC",0.0893
34005702203,"Pemberton, NJ",0.0893
36043011100,"Herkimer, NY",0.0893
17113001301,"Bloomington, IL",0.0893
12095016709,"Orlando, FL",0.0893
12095016712,"Orlando, FL",0.0893
9001071600,"Downtown, Bridgeport, CT",0.0893
35049010500,"Santa Fe, NM",0.0893
36065025800,"Cassville, NY",0.0893
28123020400,"Morton, MS",0.0893
36109001800,"Tompkins County, NY",0.0893
26055550400,"Traverse City, MI",0.0893
32003002941,"Las Vegas, NV",0.0893
45041002000,"Scranton, SC",0.0893
26075006701,"Jackson, MI",0.0893
32031002619,"Reno, NV",0.0893
6037104822,"Pacoima, Los Angeles, CA",0.0893
42011012600,"Reading, PA",0.0893
4019470400,"Ajo Townsite, Ajo, AZ",0.0893
12071010302,"Hancock, Cape Coral, FL",0.0893
41009970900,"Scappoose, OR",0.0893
13089021413,"Atlanta, GA",0.0893
18163003900,"Evansville, IN",0.0893
4013111401,"Camelback East Village, Phoenix, AZ",0.0893
48141000112,"Northeast El Paso, El Paso, TX",0.0893
48485013200,"Wichita Falls, TX",0.0893
22095070500,"LaPlace, LA",0.0893
37071032302,"Belmont, NC",0.0893
42017105810,"Levittown, PA",0.0893
53035080600,"Bremerton, WA",0.0893
55105001100,"Janesville, WI",0.0893
48113018403,"Garland, TX",0.0893
38071957600,"Devils Lake, ND",0.0892
37093970101,"Raeford, NC",0.0892
50011010500,"Franklin County, VT",0.0892
13067031507,"Powder Springs, GA",0.0892
41043030401,"Sweet Home, OR",0.0892
19155031200,"Council Bluffs, IA",0.0892
34031182000,"Paterson, NJ",0.0892
8083941100,"Cortez, CO",0.0892
21131920300,"Smilax, KY",0.0892
17031440800,"South Side, Chicago, IL",0.0892
49049003401,"Payson, UT",0.0892
36043010501,"Mohawk, NY",0.0892
44009051102,"Charlestown, RI",0.0892
20173001900,"Uptown, Wichita, KS",0.0892
42101007400,"Southwest Philadelphia, Philadelphia, PA",0.0892
45079011101,"Columbia, SC",0.0892
21111009300,"Audubon, Louisville, KY",0.0892
47149040809,"Rockvale, TN",0.0892
17179022100,"Washington, IL",0.0892
51065020200,"Palmyra, VA",0.0892
6073020108,"Central Escondido, Escondido, CA",0.0892
26023950200,"Union City, MI",0.0892
21211040200,"Shelbyville, KY",0.0892
24510261100,"Canton, Baltimore, MD",0.0892
26005031100,"Allegan, MI",0.0892
32003001005,"Rancho Oakey, Las Vegas, NV",0.0892
48029171922,"Far West Side, San Antonio, TX",0.0892
26147655600,"St Clair County, MI",0.0892
8075966200,"Sterling, CO",0.0892
37025042000,"Concord, NC",0.0892
1029959800,"Ranburne, AL",0.0892
21217920100,"Campbellsville, KY",0.0892
24005451000,"Essex, MD",0.0892
6103000900,"Los Molinos, CA",0.0892
54043955400,"Sod, WV",0.0892
13151070202,"McDonough, GA",0.0892
6037231710,"South Figueroa Corridor, Los Angeles, CA",0.0892
1065040400,"Greensboro, AL",0.0892
17075950600,"Gilman, IL",0.0892
49005001401,"Hyrum, UT",0.0892
9009351400,"Waterbury, CT",0.0892
39125960500,"Paulding, OH",0.0892
39093071202,"Chestnut Heights, Elyria, OH",0.0892
37133000700,"Camp Lejeune, NC",0.0892
40135030201,"Vian, OK",0.0891
40143007311,"Tower Heights, Tulsa, OK",0.0891
22089060100,"Montz, LA",0.0891
47019070900,"Johnson City, TN",0.0891
39153531801,"Akron, OH",0.0891
8041006502,"Colorado Springs, CO",0.0891
36081002500,"Queens County, NY",0.0891
26133970400,"Evart, MI",0.0891
13089021805,"Tucker, GA",0.0891
17031817700,"Maywood, IL",0.0891
45041001504,"Effingham, SC",0.0891
42091205806,"King of Prussia, PA",0.0891
47009011501,"Maryville, TN",0.0891
21113060400,"Wilmore, KY",0.0891
46127020300,"North Sioux City, SD",0.0891
6077005406,"Tracy, CA",0.0891
36063024406,"Lewiston, NY",0.0891
40109107223,"Central Oklahoma City, Oklahoma City, OK",0.0891
1003011601,"Elberta, AL",0.0891
48145000400,"Marlin, TX",0.0891
51041100923,"Richmond, VA",0.0891
51740210300,"Portsmouth, VA",0.0891
42063960900,"Indiana, PA",0.0891
36047037300,"Kings County, NY",0.0891
13021013604,"Lizella, GA",0.0891
44007001900,"Olneyville, Providence, RI",0.0891
48113017806,"Town East Estates, Mesquite, TX",0.0891
5093010700,"Blytheville, AR",0.0891
17067954200,"Warsaw, IL",0.0891
40027202007,"Southeast Oklahoma City, Oklahoma City, OK",0.0891
53011042500,"Arnada, Vancouver, WA",0.0891
39023002601,"New Carlisle, OH",0.0891
32003002405,"Las Vegas, NV",0.0891
36043010100,"Ilion, NY",0.0891
6019004100,"Fresno, CA",0.0891
21189930200,"Ricetown, KY",0.0891
36005005100,"Bronx County, NY",0.0891
55081950500,"Tomah, WI",0.0891
34007601700,"Centerville, Camden, NJ",0.0891
15003940001,"Waimanalo, HI",0.0891
34025805100,"Eatontown, NJ",0.0891
12057014104,"Southside Rural Community, Ruskin, FL",0.0891
42069112500,"Taylor, PA",0.0891
29031880500,"Jackson, MO",0.0891
17117956000,"Virden, IL",0.0891
36109002200,"Groton, NY",0.0891
4019004029,"Groves Lincoln Park, Tucson, AZ",0.0891
17099963000,"Peru, IL",0.0891
47093006102,"Powell, TN",0.0891
35006974201,"Grants, NM",0.089
35031945300,"Northside, Gallup, NM",0.089
40143007101,"Tulsa, OK",0.089
39113003402,"University Park, Dayton, OH",0.089
48439111103,"Forest Hill, TX",0.089
31055006904,"South Central Omaha, Omaha, NE",0.089
42101026700,"North Philadelphia, Philadelphia, PA",0.089
12089050504,"Bryceville, FL",0.089
16001001600,"Vistas, Boise, ID",0.089
39169000300,"Wooster, OH",0.089
39061008400,"College Hill, Cincinnati, OH",0.089
55105000500,"Janesville, WI",0.089
42083420300,"Bradford, PA",0.089
40109106200,"Northeast Oklahoma City, Oklahoma City, OK",0.089
36051030900,"Mount Morris, NY",0.089
12071010601,"Caloosahatchee, Cape Coral, FL",0.089
40013796002,"Durant, OK",0.089
51650010701,"Willow Oaks, Hampton, VA",0.089
1059973000,"Russellville, AL",0.089
17105960200,"Odell, IL",0.089
37019020601,"Ash, NC",0.089
19187010400,"Lehigh, IA",0.089
12073002003,"Tallahassee, FL",0.089
53063012802,"Spokane Valley, WA",0.089
41005021700,"Milwaukie, OR",0.089
29095014502,"Independence, MO",0.089
6037242200,"South Los Angeles, Los Angeles, CA",0.089
21089040700,"Greenup, KY",0.089
18043071006,"New Albany, IN",0.089
39035195600,"Bedford Heights, OH",0.089
37185950102,"Littleton, NC",0.089
26091060402,"Manitou Beach, Manitou Beach-Devils Lake, MI",0.089
36045061800,"Adams Center, NY",0.089
13013180502,"Bethlehem, GA",0.089
41067031706,"Cooper Mountain - Aloha North, Beaverton, OR",0.089
42055010200,"Orrstown, PA",0.089
17177001100,"Freeport, IL",0.089
36009960200,"Delevan, NY",0.089
39139001900,"Mansfield, OH",0.089
26163540200,"Detroit, MI",0.089
6073020500,"Central Escondido, Escondido, CA",0.089
48201232302,"Stonefield Terrace, Houston, TX",0.089
6067001800,"Southeastern Sacramento, Sacramento, CA",0.089
6037221820,"Jefferson, Los Angeles, CA",0.089
26159012000,"Bangor, MI",0.089
45003021601,"Aiken, SC",0.089
17179021000,"Pekin, IL",0.089
55073001103,"Weston, WI",0.089
47103975500,"Flintville, TN",0.089
36037950600,"Batavia, NY",0.089
23031005200,"Saco, ME",0.089
12093910401,"Okeechobee, FL",0.089
28025950400,"West Point, MS",0.089
6059074602,"Eastside, Santa Ana, CA",0.089
26163503100,"Mohican Regent, Detroit, MI",0.089
22031950500,"Mansfield, LA",0.089
54049020400,"Fairmont, WV",0.089
42101006500,"Philadelphia, PA",0.089
5095950200,"Clarendon, AR",0.0889
12057000401,"Tampa, FL",0.0889
19061010103,"Dubuque, IA",0.0889
6037238000,"South Los Angeles, Los Angeles, CA",0.0889
12057012107,"Seffner Community Alliance, Seffner, FL",0.0889
21111010706,"Louisville, KY",0.0889
42029302101,"Malvern, PA",0.0889
36017970801,"Bainbridge, NY",0.0889
26077001502,"Westwood, Kalamazoo, MI",0.0889
29113810100,"Elsberry, MO",0.0889
5125010102,"Benton, AR",0.0889
16039960300,"Mountain Home, ID",0.0889
20173005501,"Haysville, KS",0.0889
46013951900,"Groton, SD",0.0889
12071020502,"North Fort Myers, FL",0.0889
26147657200,"St Clair County, MI",0.0889
21111011800,"Edgewood, Louisville, KY",0.0889
48027021202,"Temple, TX",0.0889
12111382106,"Port St. Lucie, FL",0.0889
18113971900,"Kendallville, IN",0.0889
54009031400,"Wellsburg, WV",0.0889
45075010300,"Vance, SC",0.0889
4013061200,"Avondale, AZ",0.0889
51041100403,"Chester, VA",0.0889
12017450800,"Hernando, FL",0.0889
48113013626,"Far North Dallas, Dallas, TX",0.0889
13185011403,"Valdosta, GA",0.0889
29510106300,"Wells-Goodfellow, St. Louis, MO",0.0889
26099255800,"Roseville, MI",0.0889
39153507202,"Northwest Akron, Akron, OH",0.0889
29051010500,"Jefferson City, MO",0.0889
53009001100,"Port Angeles, WA",0.0889
22105954400,"Hammond, LA",0.0889
21177960700,"Beech Creek, KY",0.0889
18019050604,"Jeffersonville, IN",0.0889
22103040710,"Slidell, LA",0.0889
1065040200,"Greensboro, AL",0.0889
48485013600,"Iowa Park, TX",0.0889
51187020500,"Front Royal, VA",0.0889
33009960600,"North Haverhill, Haverhill, NH",0.0889
55027961900,"Watertown, WI",0.0889
39081001300,"Steubenville, OH",0.0889
36055013901,"Rochester, NY",0.0889
39061020741,"Cincinnati, OH",0.0889
4019004715,"Tucson, AZ",0.0889
17201002900,"Rockford, IL",0.0889
17001010300,"Liberty, IL",0.0889
18083955400,"Vincennes, IN",0.0889
37155961302,"Lumberton, NC",0.0888
17031252202,"Austin, Chicago, IL",0.0888
28047003101,"Long Beach, MS",0.0888
45089970801,"Salters, SC",0.0888
29095007500,"Eastern 49-63, Kansas City, MO",0.0888
17183010500,"Danville, IL",0.0888
13063040621,"Hampton, GA",0.0888
12009071340,"Palm Bay, FL",0.0888
44007015200,"Pawtucket, RI",0.0888
18141011405,"Granger, IN",0.0888
54029021500,"Chester, WV",0.0888
37131920401,"Gaston, NC",0.0888
54017965100,"West Union, WV",0.0888
12086000409,"Miami, FL",0.0888
12087972400,"Key West, FL",0.0888
12127083008,"Hawks Park, Edgewater, FL",0.0888
17031242600,"Humboldt Park, Chicago, IL",0.0888
47189030800,"Lebanon, TN",0.0888
29221460200,"Potosi, MO",0.0888
53053062900,"South Tacoma, Tacoma, WA",0.0888
42001030400,"Biglerville, PA",0.0888
18037953400,"Jasper, IN",0.0888
12105013101,"Auburndale, FL",0.0888
55121100500,"Blair, WI",0.0888
28035010101,"Petal, MS",0.0888
6065030900,"Riverside Airport, Riverside, CA",0.0888
29079960200,"Trenton, MO",0.0888
39017014100,"Middletown, OH",0.0888
6073003902,"Logan Heights, San Diego, CA",0.0888
45079011303,"Columbia, SC",0.0888
32003003315,"Astoria Trails North, Las Vegas, NV",0.0888
17161024300,"Milan, IL",0.0888
17057953300,"Canton, IL",0.0888
32033970100,"Ely, NV",0.0888
10003000300,"Baynard Village, Wilmington, DE",0.0888
13227050600,"Tate, GA",0.0888
22015011002,"Elm Grove, LA",0.0888
5033020302,"Van Buren, AR",0.0888
39169002200,"West Salem, OH",0.0888
29155470600,"Steele, MO",0.0888
55139001600,"Winnebago, WI",0.0888
12097041100,"Kissimmee, FL",0.0888
13223120102,"Dallas, GA",0.0888
47131965500,"Union City, TN",0.0888
39061021802,"Cincinnati, OH",0.0888
9001073500,"East Side, Bridgeport, CT",0.0888
42003486900,"Duquesne, PA",0.0888
48147950100,"Honey Grove, TX",0.0888
42007605400,"New Brighton, PA",0.0888
40109108603,"Southwest Oklahoma City, Oklahoma City, OK",0.0888
37067002100,"Winston-Salem, NC",0.0888
47013950400,"Caryville, TN",0.0888
31043010100,"South Sioux City, NE",0.0887
28059040204,"Ocean Springs, MS",0.0887
55141010300,"Marshfield, WI",0.0887
55039041900,"Fond du Lac, WI",0.0887
42003170200,"South Side Flats, Pittsburgh, PA",0.0887
21095970800,"Harlan, KY",0.0887
42039112001,"Jamestown, PA",0.0887
12081000405,"Bradenton, FL",0.0887
13151070502,"Hampton, GA",0.0887
6101050900,"Meridian, CA",0.0887
42021010200,"Johnstown, PA",0.0887
13135050304,"Gwinnett Village, Peachtree Corners, GA",0.0887
29095010103,"South Kansas City, Kansas City, MO",0.0887
8031008312,"Montbello, Denver, CO",0.0887
48027021400,"Little River-Academy, TX",0.0887
18107957500,"Ladoga, IN",0.0887
6065045502,"Indio, CA",0.0887
12019031500,"Green Cove Springs, FL",0.0887
48113018105,"Garland, TX",0.0887
39135420100,"Lewisburg, OH",0.0887
41051009702,"Southeast Portland, Portland, OR",0.0887
1101001600,"Highland Park, Montgomery, AL",0.0887
6037219010,"South Los Angeles, Los Angeles, CA",0.0887
39005970200,"Nova, OH",0.0887
47081950500,"Nunnelly, TN",0.0887
1093964600,"Guin, AL",0.0887
30031001500,"West Yellowstone, MT",0.0887
17031010201,"Rogers Park, Chicago, IL",0.0887
39035161800,"Lakewood, OH",0.0887
4013420213,"Mesa, AZ",0.0887
13051010102,"Thunderbolt, GA",0.0887
5067480300,"Newport, AR",0.0887
12033001104,"Northeast Pensacola, Pensacola, FL",0.0887
22071001702,"Gentilly, New Orleans, LA",0.0887
17201003604,"Rockford, IL",0.0887
42011002200,"Reading, PA",0.0887
12009065122,"Tropicana, Palm Bay, FL",0.0887
26049012008,"Flint, MI",0.0887
11001009204,"Edgewood, Washington, DC",0.0887
18003004103,"Canterbury Greens, Fort Wayne, IN",0.0887
48085031004,"Princeton, TX",0.0887
6037530700,"Los Angeles, CA",0.0887
17031842400,"South Side, Chicago, IL",0.0887
36075021000,"Fulton, NY",0.0887
47015960200,"Woodbury, TN",0.0887
29081950300,"Bethany, MO",0.0887
54099020400,"Huntington, WV",0.0887
53009000600,"Port Angeles, WA",0.0886
16083000300,"Buhl, ID",0.0886
29021002200,"Saint Joseph, MO",0.0886
9001071000,"West End - West Side, Bridgeport, CT",0.0886
6065042515,"Moreno Valley, CA",0.0886
5105952800,"Perryville, AR",0.0886
37119001509,"Eastway, Charlotte, NC",0.0886
26075006900,"Jackson, MI",0.0886
4013061040,"Dysart Cactus, El Mirage, AZ",0.0886
39007000601,"Ashtabula, OH",0.0886
39091003900,"Huntsville, OH",0.0886
39095009101,"Holland, OH",0.0886
28033070210,"Horn Lake, MS",0.0886
24005492300,"Essex, MD",0.0886
1089002300,"Huntsville, AL",0.0886
48167725100,"Galveston, TX",0.0886
36007013201,"Endwell, NY",0.0886
39095006900,"Glendale-Heatherdowns, Toledo, OH",0.0886
12047960200,"Jennings, FL",0.0886
39023002800,"New Carlisle, OH",0.0886
30111000401,"Central - Terry, Billings, MT",0.0886
17161021000,"East Moline, IL",0.0886
23005003300,"South Portland, ME",0.0886
51187020400,"Front Royal, VA",0.0886
34031182302,"Paterson, NJ",0.0886
36029006800,"Allentown, Buffalo, NY",0.0886
45063020604,"Cayce, SC",0.0886
18159020400,"Tipton, IN",0.0886
48439113113,"Grand Prairie, TX",0.0886
46109940700,"New Effington, SD",0.0886
53033004700,"Old Ballard, Seattle, WA",0.0886
26125141100,"Pontiac, MI",0.0886
48309001800,"Timbercrest, Waco, TX",0.0886
25013800300,"Liberty Heights, Springfield, MA",0.0886
4015951402,"Bullhead City, AZ",0.0886
48029161100,"South San Antonio, San Antonio, TX",0.0886
39005971100,"Loudonville, OH",0.0886
6073000600,"University Heights, San Diego, CA",0.0886
24510210200,"Pigtown, Baltimore, MD",0.0886
6105000300,"Hayfork, CA",0.0886
12075970700,"Inglis, FL",0.0886
4013107000,"Alhambra, Phoenix, AZ",0.0886
29167960300,"Bolivar, MO",0.0886
6071009116,"Adelanto, CA",0.0886
37077970601,"Franklinton, NC",0.0886
55123960700,"Genoa, WI",0.0886
48113017805,"Castleridge, Mesquite, TX",0.0886
27087940300,"Mahnomen, MN",0.0885
4005001102,"Flagstaff, AZ",0.0885
39049009386,"Eastshire, Reynoldsburg, OH",0.0885
21195930400,"Pikeville, KY",0.0885
1095030401,"Arab, AL",0.0885
